#;CAMINHO NO XML;CAMPO;"REGRAS DE NEG‡CIO PARA A NOTA FISCAL DE SERVIÄO ELETR‚NICA DO 
SISTEMA NACIONAL NFS-e";;;;;;"N÷VEL
DA REGRA";"EMISSORES PÈBLICOS NACIONAIS NFS-e
(SEFIN, WEB, APP)";;ADN NFS-e;;OBSERVAÄÂES DE NEG‡CIO;;;
398;;;"Se o prestador do serviáo Ç ME/EPP (opSimpNac = 3), o regime de apuraá∆o ocorre pelo SN (regApTribSN = 1) e o municipio de incidància est† ""Ativo"", 
ent∆o n∆o Ç permitido o preenchimento dos campos do grupo de informaá‰es relativas Ö Deduá∆o/Reduá∆o, 
exceto quando o c¢digo de tributaá∆o nacional (cTribNac) corresponder aos subitens:
042201, 042301, 050901, 060101, 060201, 070201, 070202, 070501 ,070502, 090201, 090202, 100101, 100102, 100103, 100104, 100105, 100201, 100202, 100301, 100401, 100402, 100403, 100501, 100502, 100601, 100701, 100801, 100901, 101001, 150101, 150102, 150103, 150104, 150105, 151001, 151002, 151003, 151004, 151005, 160201, 170501, 170601, 171001, 171002, 171101, 171102, 171201, 210101, 250301.

Neste cen†rio, o sistema verifica a parametrizaá∆o e permite o preenchimento das informaá‰es conforme admiss‰es dos tipos de deduá∆o/reduá∆o nas parametrizaá‰es destes respectivos c¢digos de serviáo acima listados, administradas pelo municipio de incidància do ISSQN no Sistema Nacional NFS-e.";;Obrig.;Rej.;E0441;N∆o Ç permitido o preenchimento de informaá‰es relativas Ö Deduá∆o/Reduá∆o para o prestador de serviáo ME/EPP, apurando pelo SN conforme parametrizaá∆o do c¢digo de serviáo admnistrado pelo municipio de incidància do ISSQN.;2;V;X;X;X;-;;;
399;;;"Se o prestador do serviáo Ç ME/EPP (opSimpNac = 3), o regime de apuraá∆o ocorre pelo SN (regApTribSN = 1) e o municipio de incidància n∆o est† ""Ativo"", 
ent∆o n∆o Ç permitido o preenchimento dos campos do grupo de informaá‰es relativas Ö Deduá∆o/Reduá∆o, 
exceto quando o c¢digo de tributaá∆o nacional (cTribNac) corresponder aos subitens:
042201, 042301, 050901, 060101, 060201, 070201, 070202, 070501 ,070502, 090201, 090202, 100101, 100102, 100103, 100104, 100105, 100201, 100202, 100301, 100401, 100402, 100403, 100501, 100502, 100601, 100701, 100801, 100901, 101001, 150101, 150102, 150103, 150104, 150105, 151001, 151002, 151003, 151004, 151005, 160201, 170501, 170601, 171001, 171002, 171101, 171102, 171201, 210101, 250301.";;Obrig.;Rej.;E0442;O tipo de deduá∆o/reduá∆o informado na DPS n∆o Ç permitida para o prestador de serviáo ME/EPP, apurando pelo SN.;2;V;X;V;X;-;;;
400;NFSe/infNFSe/DPS/infDPS/valores/vDedRed/;pDR;Se informado, o valor percentual para deduá∆o/reduá∆o deve ser maior 0 e menor ou igual a 100%.;;Obrig.;Rej.;E0453;O valor percentual para deduá∆o/reduá∆o deve ser maior que 0 e menor ou igual a 100%.;1;V;X;V;X;-;;;
401;;;C¢digo de serviáo informado na DPS n∆o permite deduá∆o/reduá∆o na base de c†lculo do ISSQN por percentual, conforme parametrizaá∆o do munic°pio de incidància conveniado ao Sistema Nacional NFS-e.;;Obrig.;Rej.;E0454;C¢digo de serviáo informado na DPS n∆o permite deduá∆o/reduá∆o na base de c†lculo do ISSQN por percentual.;3;V;X;X;X;-;;;
402;;;"O valor percentual  de deduá∆o/reduá∆o informado na DPS n∆o pode reduzir o valor da BC de forma que resulte no valor do ISSQN a uma al°quota efetiva menor que 2%, exceto para os c¢digos relativos aos serviáos:
042201, 042301, 050901, 070201, 070202, 070501 , 070502, 090201, 090202, 100101, 100102, 100103, 100104, 100105, 100201, 100202, 100301, 100401, 100402, 100403, 100501, 100502, 100601, 100701, 100801, 100901, 101001, 150101, 150102, 150103, 150104, 150105, 151001, 151002, 151003, 151004, 151005, 160101, 160102, 160103, 160104, 160201, 170501, 170601, 171001, 171002, 171101, 171102, 171201, 210101, 250301.";;Obrig.;Rej.;E0444;O valor percentual  de deduá∆o/reduá∆o informado na DPS n∆o pode reduzir o valor da BC de forma que resulte no valor do ISSQN a uma al°quota efetiva menor que 2%, exceto para os c¢digos relativos aos subitens 042201, 042301, 050901, 070201, 070202, 070501 , 070502, 090201, 090202, 100101, 100102, 100103, 100104, 100105, 100201, 100202, 100301, 100401, 100402, 100403, 100501, 100502, 100601, 100701, 100801, 100901, 101001, 150101, 150102, 150103, 150104, 150105, 151001, 151002, 151003, 151004, 151005, 160101, 160102, 160103, 160104, 160201, 170501, 170601, 171001, 171002, 171101, 171102, 171201, 210101, 250301, da lista de serviáos nacional do Sistema Nacional NFS-e.;2;V;X;X;X;O valor do desconto incondicionado, se informado na DPS, n∆o Ç considerado para a reduá∆o do valor da BC de forma que resulte para valor do ISSQN a uma al°quota efetiva menor que 2%.;;;
403;NFSe/infNFSe/DPS/infDPS/valores/vDedRed/;vDR;C¢digo de serviáo informado na DPS n∆o permite deduá∆o/reduá∆o na base de c†lculo do ISSQN por valor monet†rio, conforme parametrizaá∆o do munic°pio de incidància conveniado ao Sistema Nacional NFS-e.;;Obrig.;Rej.;E0446;C¢digo de serviáo informado na DPS n∆o permite deduá∆o/reduá∆o na base de c†lculo do ISSQN por valor monet†rio.;3;V;X;X;X;-;;;
404;;;"O valor de deduá∆o/reduá∆o informado na DPS n∆o pode reduzir o valor da BC de forma que resulte no valor do ISSQN a uma al°quota efetiva menor que 2%, exceto para os c¢digos relativos aos serviáos:
042201, 042301, 050901, 070201, 070202, 070501 , 070502, 090201, 090202, 100101, 100102, 100103, 100104, 100105, 100201, 100202, 100301, 100401, 100402, 100403, 100501, 100502, 100601, 100701, 100801, 100901, 101001, 150101, 150102, 150103, 150104, 150105, 151001, 151002, 151003, 151004, 151005, 160101, 160102, 160103, 160104, 160201, 170501, 170601, 171001, 171002, 171101, 171102, 171201, 210101, 250301.";;Obrig.;Rej.;E0447;O valor de deduá∆o/reduá∆o informado na DPS n∆o pode reduzir o valor da BC de forma que resulte no valor do ISSQN a uma al°quota efetiva menor que 2%, exceto para os c¢digos relativos aos subitens 042201, 042301, 050901, 070201, 070202, 070501 , 070502, 090201, 090202, 100101, 100102, 100103, 100104, 100105, 100201, 100202, 100301, 100401, 100402, 100403, 100501, 100502, 100601, 100701, 100801, 100901, 101001, 150101, 150102, 150103, 150104, 150105, 151001, 151002, 151003, 151004, 151005, 160101, 160102, 160103, 160104, 160201, 170501, 170601, 171001, 171002, 171101, 171102, 171201, 210101, 250301, da lista de serviáos nacional do Sistema Nacional NFS-e.;2;V;X;X;X;O valor do desconto incondicionado, se informado na DPS, n∆o Ç considerado para a reduá∆o do valor da BC de forma que resulte para valor do ISSQN a uma al°quota efetiva menor que 2%.;;;
405;NFSe/infNFSe/DPS/infDPS/valores/vDedRed/;documentos;C¢digo de serviáo informado na DPS n∆o permite deduá∆o/reduá∆o na base de c†lculo do ISSQN por documentos, conforme parametrizaá∆o do munic°pio de incidància conveniado ao Sistema Nacional NFS-e.;;Obrig.;Rej.;E0449;C¢digo de serviáo informado na DPS n∆o permite deduá∆o/reduá∆o na base de c†lculo do ISSQN por documento informado.;3;V;X;X;X;-;;;
406;NFSe/infNFSe/DPS/infDPS/valores/vDedRed/documentos;docDedRed;-;;-;-;-;-;-;-;-;-;-;-;;;
407;NFSe/infNFSe/DPS/infDPS/valores/vDedRed/documentos/docDedRed/;chNFSe;"Chave de NFS-e inv†lida.

1 - Verificar DV da chave de NFS-e informada neste campo desta DPS;";;Obrig.;Rej.;E0455;Informe uma chave de NFS-e v†lida.;1;V;X;V;X;-;;;
408;;;Chave de NFS-e inexistente.;;Obrig.;Rej.;E0456;NFS-e n∆o existe na base de dados do autorizador de NFS-e nacional. Informe uma chave de NFS-e existente.;1;V;X;V;X;-;;;
409;;;NFS-e da chave informada est† cancelada.;;Obrig.;Rej.;E0458;Uma NFS-e cancelada n∆o pode ser informada para deduá∆o/reduá∆o.;2;V;X;X;X;-;;;
410;NFSe/infNFSe/DPS/infDPS/valores/vDedRed/documentos/docDedRed/;chNFe;"Chave de NF-e inv†lida.

1 - Verificar DV da chave de NF-e informada neste campo desta DPS;";;Obrig.;Rej.;E0460;Informe uma chave de NF-e v†lida.;1;V;X;V;X;-;;;
411;;;Chave de NF-e inexistente.;;Obrig.;Rej.;E0462;NF-e n∆o existe na base de dados do autorizador de NF-e nacional. Informe uma chave de NF-e existente.;2;V;X;X;X;-;;;
412;;;NF-e da chave informada est† cancelada.;;Obrig.;Rej.;E0464;Uma NF-e cancelada n∆o pode ser informada para deduá∆o/reduá∆o.;2;V;X;X;X;-;;;
413;NFSe/infNFSe/DPS/infDPS/valores/vDedRed/documentos/docDedRed/;NFSeMun;-;;-;-;;-;-;-;-;-;-;-;;;
414;NFSe/infNFSe/DPS/infDPS/valores/vDedRed/documentos/docDedRed/NFSeMun/;cMunNFSeMun;O c¢digo do munic°pio informado para o documento de nota n∆o existe, conforme tabela de munic°pios do IBGE.;;Obrig.;Rej.;E0466;Informe um c¢digo de munic°pio existente para o documento de nota, conforme tabela de munic°pios do IBGE.;1;V;V;V;V;-;;;
415;NFSe/infNFSe/DPS/infDPS/valores/vDedRed/documentos/docDedRed/NFSeMun/;nNFSeMun;-;;-;-;;-;-;-;-;-;-;-;;;
416;NFSe/infNFSe/DPS/infDPS/valores/vDedRed/documentos/docDedRed/NFSeMun/;cVerifNFSeMun;-;;-;-;;-;-;-;-;-;-;-;;;
417;NFSe/infNFSe/DPS/infDPS/valores/vDedRed/documentos/docDedRed/;NFNFS;-;;-;-;;-;-;-;-;-;-;-;;;
418;NFSe/infNFSe/DPS/infDPS/valores/vDedRed/documentos/docDedRed/NFNFS/;nNFS;-;;-;-;;-;-;-;-;-;-;-;;;
419;NFSe/infNFSe/DPS/infDPS/valores/vDedRed/documentos/docDedRed/NFNFS/;modNFS;-;;-;-;;-;-;-;-;-;-;-;;;
420;NFSe/infNFSe/DPS/infDPS/valores/vDedRed/documentos/docDedRed/NFNFS/;serieNFS;-;;-;-;;-;-;-;-;-;-;-;;;
421;NFSe/infNFSe/DPS/infDPS/valores/vDedRed/documentos/docDedRed/;nDocFisc; ;;-;-;;-;-;-;-;-;-;-;;;
422;NFSe/infNFSe/DPS/infDPS/valores/vDedRed/documentos/docDedRed/;nDoc;-;;-;-;;-;-;-;-;-;-;-;;;
423;NFSe/infNFSe/DPS/infDPS/valores/vDedRed/documentos/docDedRed/;tpDedRed;-;;-;-;;-;-;-;-;-;-;-;;;
424;NFSe/infNFSe/DPS/infDPS/valores/vDedRed/documentos/docDedRed/;xDescOutDed;O campo de descriá∆o deve ser informado no caso de tpDedRed igual a 99 ? Outras deduá‰es.;;Obrig.;Rej.;E0468;Informar, obrigatoriamente, o campo de descriá∆o no caso ideDedRed igual a 99 ? Outras deduá‰es.;2;V;X;V;X;-;;;
425;;;O campo de descriá∆o n∆o deve ser informado no caso de tpDedRed diferente de 99 ? Outras deduá‰es.;;Obrig.;Rej.;E0470;N∆o informar o campo de descriá∆o no caso ideDedRed diferente a 99 ? Outras deduá‰es.;2;V;X;V;X;-;;;
426;NFSe/infNFSe/DPS/infDPS/valores/vDedRed/documentos/docDedRed/;dEmiDoc; A data de emiss∆o do documento informado na DPS n∆o pode ser posterior Ö data de competància da DPS.;;Obrig.;Rej.;E0472;A data de emiss∆o do documento informado na DPS n∆o pode ser posterior Ö data de competància da DPS.;1;V;X;V;X;-;;;
427;NFSe/infNFSe/DPS/infDPS/valores/vDedRed/documentos/docDedRed/;vDedutivelRedutivel;-;;-;-;-;-;-;-;-;-;-;-;;;
428;NFSe/infNFSe/DPS/infDPS/valores/vDedRed/documentos/docDedRed/;vDeducaoReducao;O valor de deduá∆o/reduá∆o n∆o pode ser superior ao valor dedut°vel/redut°vel.;;Obrig.;Rej.;E0474;O valor de deduá∆o/reduá∆o n∆o pode ser superior ao valor dedut°vel/redut°vel.;2;V;X;V;X;-;;;
429;;;O valor de deduá∆o/reduá∆o informado na DPS n∆o pode ser superior ao valor do serviáo.;;Obrig.;Rej.;E0476;O valor de deduá∆o/reduá∆o informado na DPS n∆o pode ser superior ao valor do serviáo.;2;V;X;V;X;-;;;
430;NFSe/infNFSe/DPS/infDPS/valores/vDedRed/documentos/docDedRed/;fornec;O grupo de informaá‰es para o fornecedor deve ser informado obrigatoriamente para todos os tipos de documentos informados, exceto para os tipos de documentos NFS-e e NF-e padr‰es nacionais.;;Obrig.;Rej.;E0477;O grupo de informaá‰es para o fornecedor deve ser informado obrigatoriamente para o tipo de documento de deduá∆o/reduá∆o informado na DPS.;2;V;X;V;X;-;;;
431;NFSe/infNFSe/DPS/infDPS/valores/vDedRed/documentos/docDedRed/fornec/;CNPJ;CNPJ informado na DPS Ç inv†lido (verificar DV).;;Obrig.;Rej.;E0478;CNPJ do fornecedor informado na DPS Ç inv†lido.;1;V;V;V;V;-;;;
432;;;CNPJ informado na DPS Ç inexistente no cadastro CNPJ.;;Obrig.;Rej.;E0482;CNPJ do fornecedor informado na DPS n∆o encontrado no cadastro CNPJ.;1;V;V;X;X;-;;;
433;NFSe/infNFSe/DPS/infDPS/valores/vDedRed/documentos/docDedRed/fornec/;CPF;CPF informado na DPS Ç inv†lido (verificar DV).;;Obrig.;Rej.;E0484;CPF do fornecedor informado na DPS Ç inv†lido.;1;V;V;V;V;-;;;
434;;;CPF informado na DPS Ç inexistente no cadastro CPF.;;Obrig.;Rej.;E0488;CPF do fornecedor informado na DPS n∆o encontrado no cadastro CPF.;1;V;V;X;X;-;;;
435;NFSe/infNFSe/DPS/infDPS/valores/vDedRed/documentos/docDedRed/fornec/;NIF;-;;-;-;-;-;-;-;-;-;-;-;;;
436;;;Se o grupo de informaá‰es de endereáo no exterior do fornecedor de serviáos foi informado ent∆o o NIF ou cNaoNIF do fornecedor deve ser informado.;;Obrig.;Rej.;E1538;O NIF ou cNaoNIF do fornecedor deve ser informado quando o grupo de informaá‰es de endereáo no exterior do fornecedor de serviáos for informado.;1;V;X;V;X;-;;;
437;NFSe/infNFSe/DPS/infDPS/valores/vDedRed/documentos/docDedRed/fornec/;cNaoNIF;;;;Rej.;;;;;;;;-;;;
438;;;Se o valor do campo cNaoNIF do fornecedor, informado na DPS, for 0, ent∆o a DPS deve ser rejeitada.;;Obrig.;Rej.;E0490;Valor 0 para o motivo da n∆o informaá∆o do NIF do fornecedor n∆o Ç permitido na Sefin do Sistema Nacional NFS-e.;2;V;X;X;X;-;;;
439;NFSe/infNFSe/DPS/infDPS/valores/vDedRed/documentos/docDedRed/fornec/;CAEPF;-;;-;-;-;-;-;-;-;-;-;-;;;
440;NFSe/infNFSe/DPS/infDPS/valores/vDedRed/documentos/docDedRed/fornec/;IM;-;;-;-;-;-;-;-;-;-;-;-;;;
441;NFSe/infNFSe/DPS/infDPS/valores/vDedRed/documentos/docDedRed/fornec/;xNome;-;;-;-;-;-;-;-;-;-;-;-;;;
442;NFSe/infNFSe/DPS/infDPS/valores/vDedRed/documentos/docDedRed/fornec/;endFornec;-;;-;-;-;-;-;-;-;-;-;-;;;
443;NFSe/infNFSe/DPS/infDPS/valores/vDedRed/documentos/docDedRed/fornec/end/;endNac;Se CNPJ ou CPF do fornecedor for informado, ent∆o o grupo de informaáoes de endereáo nacional do fornecedor deve ser informado obrigatoriamente.     ;;Obrig.;Rej.;E0492;O grupo de informaá‰es de endereáo nacional deve ser informado obrigatoriamente quando o fornecedor for identificado pelo CPF ou CNPJ.;1;V;X;V;X;-;;;
444;NFSe/infNFSe/DPS/infDPS/valores/vDedRed/documentos/docDedRed/fornec/end/endNac/;cMun;O c¢digo do munic°pio informado para o endereáo do fornecedor n∆o existe, conforme tabela de munic°pios do IBGE.;;Obrig.;Rej.;E0494;O c¢digo do munic°pio informado na DPS para o endereáo do fornecedor do serviáo n∆o existe conforme tabela de munic°pio do IBGE.;1;V;V;V;V;-;;;
445;NFSe/infNFSe/DPS/infDPS/valores/vDedRed/documentos/docDedRed/fornec/end/endNac/;CEP;O CEP informado deve existir e pertencer ao munic°pio correspondente ao c¢digo do munic°pio informado para o endereáo do fornecedor.;;Obrig.;Rej.;E0496;O CEP informado para o endereáo nacional do fornecedor n∆o existe ou n∆o pertence ao munic°pio do endereáo do fornecedor.;1;V;X;V;X;-;;;
446;NFSe/infNFSe/DPS/infDPS/valores/vDedRed/documentos/docDedRed/fornec/end/;endExt;Se o NIF do fornecedor foi informado, ent∆o o grupo de informaá‰es de endereáo no exterior do fornecedor deve ser informado obrigatoriamente.;;Obrig.;Rej.;E0498;O grupo de informaá‰es de endereáo no exterior deve ser informado obrigatoriamente quando o fornecedor for identificado pelo NIF.;1;V;X;V;X;-;;;
447;NFSe/infNFSe/DPS/infDPS/valores/vDedRed/documentos/docDedRed/fornec/end/endExt/;cPais;O c¢digo de pa°s informado para o endereáo no exterior do fornecedor deve existir e ser diferente de Brasil (BR), conforme a tabela ISO2.;;Obrig.;Rej.;E0499;O c¢digo de pa°s informado para o endereáo no exterior do fornecedor n∆o existe ou Ç igual ao c¢digo do Brasil. Informe um c¢digo de pa°s existente e diferente do codigo do Brasil (BR) para o endereáo no exterior do fornecedor, conforme tabela de pa°s do ANEXO_A-MUNICIPIO_IBGE-PAISES_ISO2-SNNFSe-ESPEC.;1;V;V;V;V;-;;;
448;NFSe/infNFSe/DPS/infDPS/valores/vDedRed/documentos/docDedRed/fornec/end/endExt/;cEndPost;-;;-;-;-;-;-;-;-;-;-;-;;;
449;NFSe/infNFSe/DPS/infDPS/valores/vDedRed/documentos/docDedRed/fornec/end/endExt/;xCidade;-;;-;-;-;-;-;-;-;-;-;-;;;
450;NFSe/infNFSe/DPS/infDPS/valores/vDedRed/documentos/docDedRed/fornec/end/endExt/;xEstProvReg;-;;-;-;-;-;-;-;-;-;-;-;;;
451;NFSe/infNFSe/DPS/infDPS/valores/vDedRed/documentos/docDedRed/fornec/endFornec/;xLgr;-;;-;-;-;-;-;-;-;-;-;-;;;
452;NFSe/infNFSe/DPS/infDPS/valores/vDedRed/documentos/docDedRed/fornec/endFornec/;nro;-;;-;-;-;-;-;-;-;-;-;-;;;
453;NFSe/infNFSe/DPS/infDPS/valores/vDedRed/documentos/docDedRed/fornec/endFornec/;xCpl;-;;-;-;-;-;-;-;-;-;-;-;;;
454;NFSe/infNFSe/DPS/infDPS/valores/vDedRed/documentos/docDedRed/fornec/endFornec/;xBairro;-;;-;-;-;-;-;-;-;-;-;-;;;
455;NFSe/infNFSe/DPS/infDPS/valores/vDedRed/documentos/docDedRed/fornec/;fone;-;;-;-;;-;-;-;-;-;-;-;;;
456;NFSe/infNFSe/DPS/infDPS/valores/vDedRed/documentos/docDedRed/fornec/;email;-;;-;-;;-;-;-;-;-;-;-;;;
457;NFSe/infNFSe/DPS/infDPS/valores/;trib;-;;-;-;-;-;-;-;-;-;-;-;;;
458;NFSe/infNFSe/DPS/infDPS/valores/trib/;tribMun;-;;-;-;-;-;-;-;-;-;-;-;;;
459;NFSe/infNFSe/DPS/infDPS/valores/trib/tribMun/;tribISSQN;"N∆o Ç permitido ao emitente informar se tratar de uma situaá∆o de exportaá∆o de serviáo (tribISSQN = 3) para os cen†rios 6, 10, 34, 38, 66, 80, conforme a planilha ""EXPORTACAO_EMISS«O_NFS-e"".";;Obrig.;Rej.;E0529;O sistema considera este cen†rio para a prestaá∆o de serviáo informada na DPS uma operaá∆o tribut†vel. N∆o Ç permitido ao emitente da DPS informar que a prestaá∆o de serviáo se trata de uma exportaá∆o de serviáo.;2;V;X;V;X;"Os campos a serem verificados conforme os cen†rios s∆o:
6
NFSe/infNFSe/DPS/infDPS/toma/end/endNac/cMun
NFSe/infNFSe/DPS/infDPS/interm/end/endNac/cMun
NFSe/infNFSe/DPS/infDPS/serv/locPrest/cLocPrestacao
NFSe/infNFSe/DPS/infDPS/serv/cServ/cTribNac
Resultado do local de incidància = ET 
NFSe/infNFSe/DPS/infDPS/valores/trib/tribMun/tribISSQN
tribISSQN = 3 (Exportaá∆o de Serviáo)

10
NFSe/infNFSe/DPS/infDPS/toma/end/endNac/cMun
NFSe/infNFSe/DPS/infDPS/interm/end/endNac/cMun
NFSe/infNFSe/DPS/infDPS/serv/locPrest/cLocPrestacao
NFSe/infNFSe/DPS/infDPS/serv/cServ/cTribNac
Resultado do local de incidància = LP 
NFSe/infNFSe/DPS/infDPS/valores/trib/tribMun/tribISSQN
tribISSQN = 3 (Exportaá∆o de Serviáo)

34
NFSe/infNFSe/DPS/infDPS/toma/end/endNac/cMun
NFSe/infNFSe/DPS/infDPS/interm/end/endExt/cPais
NFSe/infNFSe/DPS/infDPS/serv/locPrest/cLocPrestacao
NFSe/infNFSe/DPS/infDPS/serv/cServ/cTribNac
Resultado do local de incidància = ET  
NFSe/infNFSe/DPS/infDPS/valores/trib/tribMun/tribISSQN
tribISSQN = 3 (Exportaá∆o de Serviáo)

38
NFSe/infNFSe/DPS/infDPS/toma/end/endNac/cMun
NFSe/infNFSe/DPS/infDPS/interm/end/endExt/cPais
NFSe/infNFSe/DPS/infDPS/serv/locPrest/cLocPrestacao
NFSe/infNFSe/DPS/infDPS/serv/cServ/cTribNac
Resultado do local de incidància = LP 
NFSe/infNFSe/DPS/infDPS/valores/trib/tribMun/tribISSQN
tribISSQN = 3 (Exportaá∆o de Serviáo)

66
NFSe/infNFSe/DPS/infDPS/toma/end/endExt/cPais
NFSe/infNFSe/DPS/infDPS/interm/end/endNac/cMun
NFSe/infNFSe/DPS/infDPS/serv/locPrest/cLocPrestacao
NFSe/infNFSe/DPS/infDPS/serv/cServ/cTribNac
Resultado do local de incidància = LP 
NFSe/infNFSe/DPS/infDPS/valores/trib/tribMun/tribISSQN
tribISSQN = 3 (Exportaá∆o de Serviáo)

80
NFSe/infNFSe/DPS/infDPS/toma/end/endExt/cPais
NFSe/infNFSe/DPS/infDPS/interm/end/endExt/cPais
NFSe/infNFSe/DPS/infDPS/serv/locPrest/cLocPrestacao
NFSe/infNFSe/DPS/infDPS/serv/cServ/cTribNac
Resultado do local de incidància = LP 
NFSe/infNFSe/DPS/infDPS/valores/trib/tribMun/tribISSQN
tribISSQN = 3 (Exportaá∆o de Serviáo)
 ";;;
460;;;;;;;;;;;;;;;;;
461;;;"N∆o Ç permitido ao emitente informar se tratar de uma situaá∆o de operaá∆o tribut†vel (tribISSQN = 1) para os cen†rios 26, 54, 92, 96, 106, 110, conforme a planilha ""EXPORTACAO_EMISS«O_NFS-e"".";;Obrig.;Rej.;E0530;O sistema considera este cen†rio para a prestaá∆o de serviáo informada na DPS uma exportaá∆o de serviáo. N∆o Ç permitido ao emitente da DPS informar que a prestaá∆o de serviáo se trata de uma operaá∆o tribut†vel.;2;V;X;V;X;"Os campos a serem verificados conforme os cen†rios s∆o:

26
NFSe/infNFSe/DPS/infDPS/toma/end/endNac/cMun
NFSe/infNFSe/DPS/infDPS/interm/end/endNac/cMun
NFSe/infNFSe/DPS/infDPS/serv/locPrest/cLocPrestacao
NFSe/infNFSe/DPS/infDPS/serv/cServ/cTribNac
Resultado do local de incidància = EP 
NFSe/infNFSe/DPS/infDPS/valores/trib/tribMun/tribISSQN
tribISSQN = 3 (Exportaá∆o de Serviáo)

54
NFSe/infNFSe/DPS/infDPS/toma/end/endNac/cMun
NFSe/infNFSe/DPS/infDPS/interm/end/endExt/cPais
NFSe/infNFSe/DPS/infDPS/serv/locPrest/cLocPrestacao
NFSe/infNFSe/DPS/infDPS/serv/cServ/cTribNac
Resultado do local de incidància = EP 
NFSe/infNFSe/DPS/infDPS/valores/trib/tribMun/tribISSQN
tribISSQN = 3 (Exportaá∆o de Serviáo)

92
NFSe/infNFSe/DPS/infDPS/toma/end/endExt/cPais
NFSe/infNFSe/DPS/infDPS/interm/end/endNac/cMun
NFSe/infNFSe/DPS/infDPS/serv/locPrest/cLocPrestacao
NFSe/infNFSe/DPS/infDPS/serv/cServ/cTribNac
Resultado do local de incidància = EP 
NFSe/infNFSe/DPS/infDPS/valores/trib/tribMun/tribISSQN
tribISSQN = 3 (Exportaá∆o de Serviáo)

96
NFSe/infNFSe/DPS/infDPS/toma/end/endExt/cPais
NFSe/infNFSe/DPS/infDPS/interm/end/endNac/cMun
NFSe/infNFSe/DPS/infDPS/serv/locPrest/cLocPrestacao
NFSe/infNFSe/DPS/infDPS/serv/cServ/cTribNac
Resultado do local de incidància = ET
NFSe/infNFSe/DPS/infDPS/valores/trib/tribMun/tribISSQN
tribISSQN = 3 (Exportaá∆o de Serviáo)

106
NFSe/infNFSe/DPS/infDPS/toma/end/endExt/cPais
NFSe/infNFSe/DPS/infDPS/interm/end/endExt/cPais
NFSe/infNFSe/DPS/infDPS/serv/locPrest/cLocPrestacao
NFSe/infNFSe/DPS/infDPS/serv/cServ/cTribNac
Resultado do local de incidància = EP
NFSe/infNFSe/DPS/infDPS/valores/trib/tribMun/tribISSQN
tribISSQN = 3 (Exportaá∆o de Serviáo)

110
NFSe/infNFSe/DPS/infDPS/toma/end/endExt/cPais
NFSe/infNFSe/DPS/infDPS/interm/end/endExt/cPais
NFSe/infNFSe/DPS/infDPS/serv/locPrest/cLocPrestacao
NFSe/infNFSe/DPS/infDPS/serv/cServ/cTribNac
Resultado do local de incidància = ET
NFSe/infNFSe/DPS/infDPS/valores/trib/tribMun/tribISSQN
tribISSQN = 3 (Exportaá∆o de Serviáo)
 ";;;
